,timestamp,coffees,contributor,sines
451,2012-09-04 11:43:00,10811.0,Quentin,0.46854427536784515
452,2012-09-04 14:52:00,10830.0,Mike,-0.7030511779627377
453,2012-09-05 09:28:00,10842.0,Mike,-0.8016935138171088
454,2012-09-05 14:06:00,10852.0,Quentin,-0.35578366176943527
455,2012-09-05 14:48:00,10856.0,Quentin,0.8069528487616313
456,2012-09-06 13:15:00,10878.0,Mike,-0.9744391422580364
457,2012-09-07 09:20:00,10901.0,Mike,0.9724125088413806
458,2012-09-07 09:49:00,10905.0,Sergio,-0.32073743842293084
459,2012-09-07 13:40:00,10922.0,Quentin,-0.5071712352910195
460,2012-09-07 16:53:00,10933.0,Quentin,0.9681308493348624
461,2012-09-10 09:30:00,10955.0,Mike,0.25472712325496116
462,2012-09-10 13:30:00,10969.0,Mike,-0.26327647559950035
463,2012-09-10 17:21:00,10983.0,Quentin,-0.9916588415653471
464,2012-09-11 13:11:00,11001.0,Quentin,-0.007916867214196372
465,2012-09-12 17:05:00,11042.0,Quentin,-0.7561913513677175
466,2012-09-13 11:07:00,11058.0,Quentin,0.6428225922171913
467,2012-09-13 13:15:00,11064.0,Quentin,-0.3950668651725499
468,2012-09-13 14:51:00,11067.0,Quentin,-0.6360171740742683
469,2012-09-14 07:38:00,11076.0,Quentin,0.7385509984237754
470,2012-09-14 11:35:00,11087.0,Sergio,-0.9507654640455384
471,2012-09-15 13:28:00,11109.0,Quentin,-0.3141160955647603
472,2012-09-15 18:53:00,11112.0,Quentin,0.3225070870474977
473,2012-09-17 09:37:00,11120.0,Mike,-0.18570004665228906
474,2012-09-17 13:09:00,11135.0,Mike,-0.9451304601686712
475,2012-09-18 10:22:00,11153.0,Mike,0.9304487685816145
476,2012-09-19 14:48:00,11191.0,Sergio,0.3392126119897069
477,2012-09-20 09:45:00,11203.0,Mike,0.602769832318881
478,2012-09-20 13:04:00,11214.0,Mike,0.08051006813868648
480,2012-09-21 11:51:00,11243.0,Mike,
481,2012-09-21 12:56:00,11246.0,Mike,0.6889991420285233
482,2012-09-24 13:13:00,11286.0,Quentin,-0.7843824220212929
483,2012-09-24 13:39:00,11290.0,Mike,0.9853114439714099
484,2012-09-24 15:21:00,11302.0,Quentin,-0.7732794096725276
485,2012-09-25 11:10:00,11324.0,Quentin,-0.9927572227134214
486,2012-09-25 15:38:00,11346.0,Quentin,0.9916549557962462
487,2012-09-26 09:28:00,11354.0,Mike,-0.990474995479282
488,2012-09-26 12:36:00,11374.0,Quentin,0.2803415668557134
489,2012-09-26 16:02:00,11405.0,Mike,0.9907387941598869
490,2012-09-27 10:00:00,11418.0,Mike,0.851409864309926
491,2012-09-27 11:50:00,11439.0,Quentin,0.9929871495972484
492,2012-09-27 13:32:00,11443.0,Quentin,-0.44497673282657024
493,2012-09-28 09:22:00,11467.0,Mike,0.9686047217517991
494,2012-09-28 10:20:00,11474.0,Quentin,0.18572966660483575
495,2012-09-28 13:17:00,11487.0,Quentin,0.785577624924662
496,2012-09-29 09:05:00,11514.0,Colm,0.9728537527723349
497,2012-09-29 15:16:00,11517.0,Quentin,-0.06288307659327391
498,2012-10-01 09:23:00,11531.0,Mike,-0.07858694359160728
499,2012-10-01 09:58:00,11535.0,Sergio,0.9767979082526296
500,2012-10-01 12:11:00,11554.0,Quentin,-0.8005569131105867
501,2012-10-01 13:08:00,11562.0,Quentin,-0.7016993904969644
502,2012-10-03 17:06:00,11675.0,Quentin,0.8069884547617507
503,2012-10-04 08:20:00,11683.0,Mike,0.7457762374527082
504,2012-10-04 10:40:00,11701.0,Quentin,0.5505965534609334
505,2012-10-04 12:43:00,11711.0,Mike,0.99047084437146
506,2012-10-04 14:33:00,11726.0,Quentin,-0.75615190004516
507,2012-10-05 08:22:00,11735.0,Mike,0.9999853092554122
508,2012-10-05 12:47:00,11776.0,Quentin,-0.9133507441618669
509,2012-10-05 13:02:00,11781.0,Quentin,0.9663740420811573
510,2012-10-05 15:10:00,11793.0,Quentin,0.027545553686073556
511,2012-10-05 17:40:00,11796.0,Quentin,-0.5131248904779149
512,2012-10-08 13:29:00,11853.0,Quentin,0.6291150637566448
513,2012-10-08 13:48:00,11854.0,Mike,0.22708359628812017
514,2012-10-08 15:03:00,11861.0,Quentin,-0.6967939913002776
515,2012-10-09 09:44:00,11881.0,Mike,-0.9965521998743124
516,2012-10-09 11:16:00,11901.0,Quentin,-0.48242044949362944
517,2012-10-09 12:25:00,11908.0,Mike,0.6028179364937052
518,2012-10-10 10:03:00,11958.0,Mike,0.9786614621480991
519,2012-10-10 11:03:00,11970.0,Quentin,0.8904624632326055
520,2012-10-10 11:53:00,11980.0,Quentin,0.50724917252575
521,2012-10-10 13:10:00,11989.0,Quentin,-0.8944554282170663
522,2012-10-10 13:45:00,11995.0,Quentin,0.6306836949940978
523,2012-10-10 15:50:00,12013.0,Mike,0.3887261418376792
524,2012-10-11 10:18:00,12041.0,Mike,-0.4352422456048018
525,2012-10-11 12:58:00,12063.0,Sergio,0.6628668456372239
526,2012-10-12 09:47:00,12104.0,Mike,-0.6562135733302293
527,2012-10-12 10:50:00,12117.0,Sergio,0.5282127019130544
528,2012-10-12 13:34:00,12138.0,Quentin,0.12255600544514825
529,2012-10-13 12:37:00,12182.0,Quentin,-0.8974761030491031
530,2012-10-13 15:32:00,12190.0,Quentin,-0.8895278106173304
531,2012-10-14 16:44:00,12201.0,Sergio,0.5814453397205241
532,2012-10-15 08:44:00,12203.0,Sergio,-0.8110042006739534
533,2012-10-15 10:35:00,12216.0,Quentin,0.8694724982336166
534,2012-10-15 13:24:00,12239.0,Quentin,0.9965547004425894
535,2012-10-15 14:57:00,12261.0,Quentin,-0.6011811664989628
536,2012-10-16 12:37:00,12307.0,Mike,0.5940844218582689
537,2012-10-17 09:50:00,12336.0,Mike,-0.9821511639271449
538,2012-10-17 10:25:00,12345.0,Quentin,0.8595306637262309
539,2012-10-17 13:00:00,12358.0,Quentin,-0.9937716364556811
540,2012-10-17 13:01:00,12358.0,Quentin,-0.8549732286686703
541,2012-10-17 13:50:00,12374.0,Sergio,-0.8549732286686703
542,2012-10-18 09:44:00,12411.0,Mike,0.6694457914181537
543,2012-10-18 10:04:00,12420.0,Quentin,0.9904625394557508
544,2012-10-18 11:40:00,12434.0,Quentin,-0.9592230193617516
545,2012-10-18 13:41:00,12445.0,Mike,-0.4111569659081384
546,2012-10-19 10:20:00,12491.0,Quentin,-0.9133752904774641
547,2012-10-19 16:18:00,12530.0,Quentin,0.027605819466109547
548,2012-10-20 14:20:00,12545.0,Quentin,0.9707889677371575
549,2012-10-20 16:35:00,12547.0,Quentin,-0.5814698644642441
550,2012-10-20 16:36:00,12548.0,Quentin,-0.4977983918267246
551,2012-10-22 10:46:00,12594.0,Mike,0.46084008824584316
552,2012-10-22 12:08:00,12608.0,Quentin,0.601157077488375
553,2012-10-22 13:28:00,12614.0,Quentin,-0.7094243843942124
554,2012-10-22 16:39:00,12636.0,Quentin,-0.4842413247016095
555,2012-10-23 12:43:00,12673.0,Mike,0.4919666708898836
556,2012-10-25 09:55:00,12788.0,Mike,-0.1837151267857181
557,2012-10-26 16:03:00,12889.0,Mike,0.9891997679349991
558,2012-10-30 09:36:00,12982.0,Mike,0.8161159649673533
559,2012-10-31 12:51:00,13061.0,Quentin,0.8070596579623093
560,2012-10-31 14:11:00,13078.0,Quentin,-0.9853371710792085
561,2012-10-31 18:02:00,13102.0,Quentin,0.4351608257309089
563,2012-11-01 11:19:00,13127.0,Quentin,
564,2012-11-01 15:20:00,13149.0,Quentin,0.9895199133800814
565,2012-11-02 11:38:00,13187.0,Quentin,-0.9907592481484918
566,2012-11-02 13:46:00,13200.0,Quentin,-0.9864451880903443
567,2012-11-05 11:17:00,13236.0,Quentin,-0.8262008374559096
568,2012-11-05 13:25:00,13255.0,Quentin,-0.45302039548519984
569,2012-11-06 09:30:00,13278.0,Mike,-0.581518912366548
570,2012-11-07 09:53:00,13341.0,Mike,0.9982806049951893
571,2012-11-07 10:59:00,13353.0,Quentin,0.974391716716412
572,2012-11-07 12:45:00,13367.0,Quentin,0.9428966176969173
573,2012-11-08 11:38:00,13412.0,Quentin,0.45888603374091785
574,2012-11-08 13:50:00,13432.0,Quentin,-0.5149607195109106
575,2012-11-09 10:07:00,13460.0,Quentin,-0.9927354776136177
576,2012-11-09 10:26:00,13467.0,Quentin,0.9882076686260013
577,2012-11-09 12:11:00,13470.0,Quentin,0.845609496669954
578,2012-11-09 12:48:00,13482.0,Mike,-0.9124771998201925
579,2012-11-09 13:14:00,13484.0,Quentin,-0.9895242656687671
580,2012-11-12 09:34:00,13523.0,Mike,0.28051517571432716
581,2012-11-12 09:36:00,13523.0,Sergio,0.9998959957795849
582,2012-11-12 13:21:00,13559.0,Sergio,0.9998959957795849
583,2012-11-14 12:50:00,13693.0,Sergio,-0.11364682452123004
584,2012-11-15 14:38:00,13783.0,Quentin,0.9328977757160701
585,2012-11-16 10:22:00,13820.0,Mike,-0.7399719807319591
586,2012-11-16 13:45:00,13852.0,Quentin,-0.13351694591215946
587,2012-11-19 11:27:00,13903.0,Quentin,-0.6578724544446404
588,2012-11-19 13:18:00,13918.0,Quentin,-0.9930120736415866
589,2012-11-19 16:27:00,13935.0,Quentin,0.6776369790871621
590,2012-11-20 10:49:00,13961.0,Quentin,-0.8934692772358798
591,2012-11-20 12:15:00,13975.0,Quentin,-0.23551899736744367
592,2012-11-20 13:44:00,13993.0,Quentin,0.930537105961609
593,2012-11-21 09:58:00,14024.0,Quentin,0.3394394588170495
594,2012-11-21 16:27:00,14079.0,Quentin,-0.06954943257025414
595,2012-11-23 11:38:00,14159.0,Quentin,-0.9988731759463525
596,2012-11-23 12:45:00,14165.0,Mike,0.15743204562026947
597,2012-11-23 13:22:00,14170.0,Quentin,0.4270927098082012
598,2012-11-23 13:52:00,14172.0,Quentin,0.9882168982110999
599,2012-11-24 11:44:00,14191.0,Quentin,-0.27206627634824043
600,2012-11-24 12:49:00,14192.0,Sergio,-0.41321680269084593
601,2012-11-26 10:00:00,14218.0,Quentin,-0.9895329675486457
602,2012-11-26 10:50:00,14222.0,Quentin,-0.7501905082303534
603,2012-11-26 13:34:00,14244.0,Quentin,-0.01005702946386013
604,2012-11-28 09:58:00,14346.0,Quentin,0.01890749714512882
605,2012-11-28 12:58:00,14370.0,Quentin,0.9965696848355936
607,2012-11-30 16:07:00,14491.0,Quentin,
608,2012-12-03 11:21:00,14539.0,Quentin,0.9195410320570993
609,2012-12-03 17:00:00,14574.0,Quentin,-0.2867195080241771
610,2012-12-04 10:47:00,14597.0,Quentin,-0.15109905320028535
611,2012-12-04 13:03:00,14619.0,Quentin,0.9170151970447475
612,2012-12-04 14:08:00,14624.0,Quentin,-0.9205096390019397
613,2012-12-05 11:13:00,14668.0,Quentin,0.11355697689314864
614,2012-12-06 14:36:00,14758.0,Quentin,0.09595176354784156
615,2012-12-07 11:22:00,14796.0,Quentin,-0.9328652032236029
616,2012-12-08 12:29:00,14831.0,Quentin,-0.7841954077354953
617,2012-12-08 14:20:00,14835.0,Quentin,0.44297795755053876
618,2012-12-08 17:15:00,14842.0,Quentin,0.38894831933869395
619,2012-12-10 12:12:00,14883.0,Quentin,0.8984842096152252
620,2012-12-11 10:29:00,14924.0,Mike,-0.9567450279013143
621,2012-12-11 14:23:00,14944.0,Sergio,0.9907796796299685
622,2012-12-12 09:43:00,14961.0,Quentin,0.5280079190766476
623,2012-12-12 13:07:00,14997.0,Quentin,0.6711682522832806
624,2012-12-12 15:17:00,15002.0,Quentin,-0.8210958384444749
625,2012-12-14 10:24:00,15065.0,Mike,-0.780258562732663
626,2012-12-17 14:36:00,15124.0,Quentin,-0.8739280595701764
627,2012-12-18 11:04:00,15137.0,Quentin,0.3643787651720796
628,2012-12-18 13:50:00,15144.0,Quentin,0.7219352410729649
629,2012-12-21 15:23:00,15183.0,Quentin,0.9988774637451528
630,2013-01-08 13:58:00,15332.0,Quentin,0.31199754057707585
631,2013-01-09 15:25:00,15401.0,Sergio,0.8561903970248805
632,2013-01-10 11:05:00,15433.0,Quentin,0.7912265319113542
633,2013-01-11 10:57:00,15510.0,Quentin,0.9972698429866336
634,2013-01-11 13:36:00,15532.0,Quentin,0.04291758675529543
635,2013-01-11 17:06:00,15543.0,Quentin,-0.034072751683936135
636,2013-01-15 08:25:00,15614.0,Sergio,-0.999560363167957
637,2013-01-16 12:38:00,15693.0,Quentin,0.2806887753965732
638,2013-01-16 18:09:00,15726.0,Sergio,-0.6777478116610934
639,2013-01-17 13:45:00,15764.0,Sergio,-0.726231338250816
640,2013-01-21 14:07:00,15886.0,Quentin,-0.4898657146287367
643,2013-01-28 14:01:00,16195.0,Quentin,
644,2013-01-29 13:43:00,16237.0,Quentin,-0.08974981619447608
645,2013-01-29 15:06:00,16257.0,Quentin,0.9487213888797846
646,2013-02-04 13:25:00,16513.0,Sergio,0.6757504721173926
647,2013-02-06 17:33:00,16659.0,Quentin,0.7096580424163619
648,2013-02-07 13:30:00,16714.0,Sergio,0.761641140114154
649,2013-02-12 08:36:00,16891.0,Sergio,0.6646930542035034
650,2013-02-12 11:39:00,16909.0,Quentin,0.9743238906831454
651,2013-02-13 13:58:00,16977.0,Quentin,0.8124478459111029
652,2013-02-16 11:55:00,17104.0,Quentin,-0.16592900329545565
654,2013-02-18 13:46:00,17165.0,Quentin,
655,2013-02-21 13:44:00,17345.0,Quentin,-0.6149000477732709
656,2013-02-21 15:02:00,17354.0,Quentin,-0.2637998925385211
657,2013-02-25 13:33:00,17468.0,Quentin,-0.15716412379836445
658,2013-02-25 17:25:00,17489.0,Quentin,0.6778586288385932
659,2013-02-27 09:33:00,17564.0,Quentin,0.2438197558893533
660,2013-03-04 10:46:00,17789.0,Sergio,0.6008197739927404
661,2013-03-04 11:12:00,17793.0,Quentin,0.9641961803414402
662,2013-03-04 16:43:00,17824.0,Quentin,-0.8309371215961892
663,2013-03-05 10:42:00,17852.0,Quentin,-0.9848863261740154
664,2013-03-05 13:29:00,17868.0,Quentin,0.9949787730915505
665,2013-03-08 10:28:00,18062.0,Quentin,-0.98166599459515
666,2013-03-12 08:28:00,18235.0,Sergio,-0.8326271694577363
667,2013-04-05 11:20:00,18942.0,Sergio,0.930669510562514
668,2013-04-27 11:04:00,19698.0,Sergio,-0.9730000544601151
669,2013-09-12 15:38:00,24450.0,Quentin,0.2124309229002463
670,2013-09-13 10:28:00,24463.0,Quentin,0.8498090357936412
